title,file,url,text
iw.kZ djrh gS] bl vk/kkj ij Lohd`r djrs gq, ljdkj dks vfoyEc] ikfjr izLrko dh izfr Hksth tk,A
vr% funs’kky; ls izkIr i= dzeakd fnukad 09-03-2022] ¼23 dkyksfu;ksa½ i=
DULB/CTP/2022/1510
dzekad fnukad 25-03-2022 ¼18 dkyksfu;ksa½ rFkk fnukad
DULB/CTP/2022/1905 DULB/CTP/2022/3602
13-5-2022 ¼12 dkyksfu;ksa½ dh lwph mijksDr vuqlkj lnu esa fopkjkFkZ gsrw izLrqr gSA
4. xkao igjkoj fLFkr Gaur Brahman Vidya Pracharini Sabha (Regd.) Rohtak dks yht ij nh xbZ bl ckjs ljdkj ds Lrj ij yfEcr gSA
tehu dh cdk;k yht jkf’k tek djokus ckjs vuqjks/k dks lnu esa fu.kZ; gsrwA
mijksDr fo""k; ds lanHkZ esa
Ex-officio Secretary, Gaur BrahmanVidya Parcharini Sabha (Regd.) Rohtak
}kjk izkFkZuk i= egkikSj egksn; ds ek/;e ls izkIr gqvk gS ftlesa laLFkk }kjk vuqjks/k fd;k x;k gS fd
rRdkyhu xzke iapk;r igjkoj ds vuqjks/k ij ljdkj ds vkns’k dzekad fnukad 15-
5-I-2008/1794-98
1-2009 }kjk dqy 15 ,dM+ 3 duky Hkwfe dks 33 o""kkZs ds fy,] izfr o""kZ 1 yk[k :0 ftlesa izfro""kZ 5
izfr’kr o`f} dh 'krZ ij yht ij nh xbZ FkhA laLFkku }kjk 5 o""kksZ rd gh yht dh jkf’k tek djokbZ
xbZ gSA vc laLFkk }kjk o""kZ 2014 l s 2022 rd dh cdk;k yht jkf’k ¼okf""kZd vuqlkj½ dqy
13]05]000@& :0 tek djokus ckjs vuqjks/k fd;k x;k gSA vr% izLrko lnu esa fopkjkFkZ ,oa fu.kZ;kFkZ
izLrqr gSA
5. Delhi Road ij fLFkr 114 oxZxt [kkyh txg dk s izkFkhZ;kas dk s cps us ckjs egkikSj egkns ~; ds ek/;e lgk;d ftyk U;k;oknh }kjk lnu dks voxr
ls fuEu dk izLrko lnu eas j[kus grs q izkIr gqvk gS tks fopkjkFkZ izLrqr gS%& djok;k x;k fd ekeyk dksVZ esa fopkjk/khu gS
1- jkds'k xk;s y iq= Jh /kuir jk; xk;s yA
lEcf/kr }kjk dksVZ dsl okfil ysus mijkar vkxkeh
2- v:.k dqekj xk;s y iq= Jh /kuir jk; xk;s yA
dkjZokbZ vey esa ykbZ tk;sxhA bl ckjs lnu }kjk
3- latho xk;s y iq= Jh /kuir jk; xk;s yA
lgefr nh xbZ fd ;fn izkFkhZ ekuuh; U;k;ky; esa
4- Jhefr lquhrk ftUny iq=h Jh /kuir jk; xk;s yA
5- Jhefr vfurk xqIrk iq=h Jh /kuir jk; xk;s yA yafcr ekeys dks okfil ysrs gS rks mUgs ftuds
lEeq[k ;g Hkwfe gS mUgs e.Myh; vk;qDr egksn;
dh v/;{krk esa xfBr desVh ds }kjk fu/kkZfjr jsVks
ij Hkwfe ns nh tk;sA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
[3]
6. tksxhukFk lekt laxBu }kjk izkIr i= ftlesa mUgksus ekax dh gS fd xkgs kuk jksM PWD ds ikl cus ikdZ dk loZlEefr ls lohd`r fd;k x;kA
uke xq: xksj[kukFk th ds uke ij j[kk tk;sA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
7.
Hkxoku ij”kqjke vkJe tu dY;k.k lfefr ¼jft0½ }kjk izkIr i= ftlesa egUs nzk ekMy Ldwy pkSd] lksuhir bl ckjs egkikSj egksn; }kjk lnu dk s voxr djok;k
jksM] jksgrd dk uke Hkxoku ij”kqjke pkSd j[ku s ckjs ekax dh gSA x;k fd Hkxoku ij”kqjke vkJe tu dY;k.k lfefr
¼jft0½ }kjk mDr LFky ds LFkku ij IMT pkSd dk
uke Hkxoku ij”kqjke pkSd j[kus ckj s vuqjks/k fd;k
x;k gSA ftl lanHkZ es a lacf/kr ik’kZn }kjk Hkh lgefr
nh xbZA vr% loZlEefr ls Lohd`r fd;k x;kA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
8.
HkwriwoZ es;j egksn;k Jhefr jsuw Mkcyk }kjk izkIr i= ftles a mUgksus lq[kiqjk pkSd ls vkxs ohVk feYd IykaV bl ckjs egkikSj egkns ; }kjk lnu dks voxr djok;k
oky s pkSd dk uke lar dchj pkSd j[kus ckj s ekax dh gSA x;k fd ;g ,tsUMk iwoZ es a Lohd`r fd;k tk pqdk gS
dsoy cksMZ yxok;k tkuk gSA vr% loZlEefr ls ohVk
feYd IykaV okys pkSd ij lar dchj pkSd dk ckMs Z
yxok;k tkuk Lohd`r fd;k x;kA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
9.
Lokeh vkRekuUn gfj;k.kk vuqlwfpr tkfr f”k{kk lfefr jkgs rd }kjk izkIr i= ftles a mUgksus ekax dh gS fd loZlEefr ls Lohd`r fd;k x;kA
iqjkuk lnj Fkkuk ¼lCtheMa h½ ds ikl Lokeh vkRekuan uke dk ckMs Z yxok;k tk;sA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
10.
ckck cUnk cgknqj lsok lfefr ¼jft0½ pSfjVcs y dkEiySDl] Mh0,y0,Q0 dkyksuh jksgrd }kjk izkIr izkFkZuk i= LkoZlEefr ls Lohd`r fd;k x;kA
es a ekax dh gS fd Mh0,y0,Q0 dkyksuh ikdZ dk uke uxj fuxe dh lkekU; cSBd fnukad 28-11-2017 dks
loZlEefr ls vej “kghn ckck cUnk cgknqj ikdZ Mh0,y0,Q0 dkyksuh eatwj gqvk FkkA ;gka lu 2017 es a uxj ¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
fuxe }kjk cksMZ yxok Hkh fn;k x;k Fkk ijUrq dqN vjktd rRoka s }kjk ;g ckMs Z m[kkM fn;k x;kA vr% ikdZ dh tkuh gSa½
es a cksMZ nkcs kjk yxok;k tk;sA
11.
vej “kghn pUnz “k[s kj ;qok VªLV }kjk fHkokuh jkMs + fLFkr fHkokuh pqaxh pkSd dk uke vej “kghn pUnz “k[s kj loZlEefr ls Lohd`r fd;k x;kA
vktkn j[ku s ckjsA
¼dkjZokbZ Hk&w vf/kdkjh] uxj fuxe] jksgrd }kjk dh
[4]
tkuh gSa½
12.
rts dkykus h ds ikdZ dk uke lar dchj j[ku s ckjsA loZlEefr ls Lohd`r fd;k x;kA
13.
okMZ u0a 19 es a frdksuk ikdZ tks f”kokth dkyksuh es a gS mldk uke cnydj Lo0Jh fufr”k vk;kZ ds uke j[kk loZlEefr ls Lohd`r fd;k x;kA
tk;sA
14. iwoZ esa gqbZ lnu dh cSBd esa cl D;w 'kSYVj dk ,ts.Mk 5 o""kZ ds fy, ikl fd;k x;k FkkA ftldks 10 o""kZ dk djus loZlEefr ls PPP MODE ij dk;Z fd;k tkuk
ckjsA Lohd`r fd;k x;k rFkk lSDVjks esa Hkh txg fpfUgr
dj u, cl D;w 'kSYVj cuk;s tk;sA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
15. Old Age Home d s fy, nks ,dM+ tehu lqukfj;ka xkoa esa nsus ds fy, ioz /kku fd;k x;k FkkA vc ;g tehu lqukfj;ka lnu dks ftyk lekt dY;k.k vf/kdkjh ds izfrfuf/k
xkao dh ctk, cksgj jsyos ykbZu ds utnhd nsus ckjsA }kjk lnu dks voxr djok;k x;k fd vU; ftyk s es a
Hkh bl dk;Z ds fy, Hkwfe yht ij nh xbZ gSA ftl
ij lnu }kjk lgefr n”kkZrs gq, ,d :i;k izfro""kZ
yht ij nsus dk fu.kZ; fy;k x;kA
¼dkjZokbZ ftyk lekt dY;k.k vf/kdkjh] jksgrd }kjk dh tkuh
gSa½
16. iwoZ esa gqbZ lnu dh cSBd esa BOT Basis ij QqVvksoj fczt tks tkV dkWyst ds vkxs cuk;k tkuk ikl gqvk FkkA loZlEefr ls PPP MODE ij dk;Z fd;k tkuk
mlds LFkku ij tkV dkWyst dh ctk; lSDVj 01 ds vkxs cuokus ckjsA Lohd`r fd;k x;kA
¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
17. funs’kd UBUBTU HEALTH SOLUTIONS PRIVATE LIMITED ckbZikl dkjksj jksM+] jksgrd esa vius i= fnukad loZlEefr ls Lohd`r djr s gq, fu.kZ; fy;k x;k fd
18-08-2022 ls vuqjks/k fd;k gS fd og viuh tehu 13 duky ¼fdyk uEcj 95//13,95//12/3,95//12/2½ lEcfU/kr QeZ }kjk vius jdcs es a lMd dks fu.kZ;
vuqlkj j[kj[kko Hkh djok;k tk;sxkA
tks fd xkao [ksM+h lk/k rglhy lkaiyk] ftyk jksgrd esa g S fd CLU ysus d s fy, vkosnu nsuk pkgrs gSaA fu;eksa ds
vuqlkj CLU mUgs tc gh fey ldrh gS tc jkMs + 6 dje ¼33 QqV½ dh gksA mu }kjk vuqjks/k fd;k x;k gS fd
[5]
muds lkeus yxus okyh dkjksj jksM+ flQZ 4 dje ¼22 QqV½ dh gSA blfy, og dkjksj jksM+ ij yxus okyh mudh ¼dkjZokbZ Hkw&vf/kdkjh] uxj fuxe] jksgrd }kjk dh tkuh gSa½
tehu dh 2 dje ¼11 QVq ½ pkSM+kbZ dh dqy 242 oxZxt tehu dh uxj fuxe ds uke Gift Deed djokuk pkgrs gSaA
uxj fuxe ds uke Gift Deed djokus ls igys ;g izLrko Lohd`fr gsrq lnu dh cSBd esa j[kk tkuk mfpr gksxkA
18. uxj fuxe] jksgrd ds v/khu {ks=Qy dkQh cM+k gS ,oa dk;kZy; esa dk;Z dh vf/kdrk dks ns[krs gq, ;gka ij loZlEefr ls Lohd`r fd;k x;kA
vf/kdkfj;ksa@deZpkfj;ksa ds in dkQh de l`ftr gSA vr% vketu dks vf/kd ls vf/kd lqfo/kk iznku djus ds fy,s ,oa ¼dkjZokbZ dk;kZy; v/kh{kd] uxj fuxe] jksgrd }kjk dh tkuh
dk;kZy; dk dk;Z d s dk;kZy; dks lqpk: :i ls pykus ds fy, uxj fuxe] jksgrd esa fuEufyf[kr vfrfjDr gSa½
vf/kdkfj;ksa@deZpkfj;ksa ds in l`ftr djus ds fy, lnu esa izLrko Lohd`r djus mijkar ljdkj dks Hkstk tkuk mfpr
gksxk%&
Ø- in iwoZ esa l`ftr inksa dh Hkjs gq, in fjDr in izLrkfor inksa dh la[;k
l- la[;k
1- eq[ ; vfHk;ark 00 --- --- 01
2- eq[ ; ys[kk vf/kdkjh 00 --- --- 01
3- vf rfjDr fuxe 00 --- --- 01
vk;qDr
4- fty k uxj 01 --- 01 01
;kstukdkj
5- dk; Zdkjh vfHk;ark flfoy&02 01 03 flfoy&02
ckxokuh&01
bySDVªhdy&01
dqy 04
6- ux j flfoy&04 03 03 flfoy&04
vfHk;ark@lgk;d ckxokuh&01
vfHk;ark bySDVªhdy&01
dqy 06
7- dfu ""B vfHk;ark ds flfoy&10 08 08 bySDVªhdy&01
ckxokuh&03
bySDVªhdy&03
dqy 16
[6]
8- rg lhynkj 00 --- --- 01
9- dku wuxks 01 00 01 02
10- iV okjh 02 01 01 02
11- lg k;d ftyk 01 01 00 02
U;k;oknh
12- lg k;d ;kstukdkj 00 00 00 01
13- mi ftyk U;k;oknh 00 00 00 01
14- dj fujh{kd 04 00 04 06
15- tu lEidZ vf/kdkjh 00 00 --- 01
16- lQ kbZ fujh{kd 02 02 00 02
17- lg k;d lQkbZ 10 00 10 04
fujh{kd
18- lso knkj 04 03 01 50
19. djksFkk dkaM esa 'kkL=h Jh mn;ohj flag dh e`R;q gksus mijkar ifjokjtuks }kjk bl 'krZ ij mudk vafre laLdkj fd;k bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lEcfU/kr okMZ
x;k Fkk fd Jh mn;ohj 'kkL=h dh izfrek gsrq 50 xt tehu xkao cfy;k.kk esa nh tk;sxhA ftl ij rr~dkyhu mik;qDr lnL; o ifjokjtuks dh lgefr ls txg fpfUgr djds Jh
egksn; }kjk viuh lgefr n’kkZ;h x;h FkhA ijUrq vHkh rd tehu u nus s ds dkj.k ekeyk U;k;ky; es fopkjk/khu gS mn;ohj 'kkL=h dh izfrek gsrq 50 xt tehu xkao
rFkk nks ckj tqekZuk Hkh yx pqdk gSA cfy;k.kk esa nh tk;sA
¼dkjZokbZ uk;c rglhynkj] uxj fuxe] jksgrd }kjk dh tkuh
gSa½
20. egkikSj egksn; }kjk lnu dks voxr djok;k x;k fd cjlkr ds i’pkr~ jksgrd 'kgj dh lHkh lMdsa VwVh gqbZ gSA bl ckjs vk;qDr egksn; }kjk dk;Zdjh vfHk;ark uxj
vr% tufgr eas jksgrd “kgj dh 35 fdykes hVj o lSDVjkas dh 15 fdykes hVj dh eSVYM LkMd cukbZ tk;sA fuxe jksgrd dks funZs”k fn;s x;s fd jksgrd “kgj dh
35 fdykes hVj o lSDVjksa dh 15 fdykes hVj dh eSVYM
LkMd cuku s gsr w izkda yu rS;kj djds vfoyEc dk;Z
djok;k tk;sA bl ckjs egkikSj egksn; }kjk funZs”k
fn;s x;s fd tYn ls tYn jksgrd “kgj dh 35
[7]
fdyksehVj o lSDVjkas dh 15 fdykes hVj dh eSVYM
LkMd cukbZ tk;As blds vfrfjDr vk;qDr egkns ;
}kjk ;g Hkh funZs”k fn;s x;s fd ykds fuekZ.k foHkkx
¼Hkou o lMdsa½] jkgs rd o gfj;k.kk “kgjh fodkl
izkf/kdj.k] jksgrd }kjk cukbZ tku s okyh lMdks a dh
lwfp okMZ lnL;kas ,oa uxj fuxe] jkgs rd dks miyC/k
djokuk lqfuf”pr djsA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd o
dk;Zdkjh vfHk;ark gfj;k.kk 'kgjh fodkl izkf/kdj.k }kjk dh
tkuh gSa½
21.
uxj fuxe {ks= es a 5 cwLVjkas dk dk;Z v/kwjk iMk gqvk gSA vr% tufgr es a cwLVjkas dk dk;Z iw.kZ djok;k tk,A bl ckjs egkikSj egksn; }kjk lnu dks crk;k x;k fd
fiNys yxHkx 2 o’kZ ls 05 cwLVjksa dk dk;Z py jgk
Fkk tks fd vHkh rd v/kwjk gSA budk dk;Z iw.kZ djokus
ckjs tuLokLF; vfHk;akf=dh foHkkx }kjk izkda yu rS;kj
djds vuqeku ekaxk x;k Fkk ftl ckjs tuLokLF;
vfHk;akf=dh foHkkx }kjk vuqeku uxj fuxe dk;kZy;
es a miyC/k djok;k x;kA ftlds mijkar uxj fuxe
}kjk dqN jkf”k tuLokLF; vfHk;akf=dh foHkkx dks
LFkkukua rfjr dh xbZ rFkk 01 djksM ds yxHkx jkf”k
vkSj LFkkukarfjr dh tkuh gSA vr% tufgr es a dk;Z dh
vko”;drk dks n[s krs gq, yfEcr jkf”k rqjUr
LFkkukUrfjr dh tk;sa rkfd cwLVjksa dk dk;Z tYn ls
tYn i.w kZ gks ldsA
¼dkjZokbZ dk;Zdkjh vfHk;ark o ofj’B ys[kk vf/kdkjh]
uxj fuxe jkgs rd }kjk dh tkuh gSa½
okMZ u- 01
22. lSfud dkyksuh esa dE;qfuVh lSUVj cuk;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
[8]
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
23.
lhoj ykbZu Mkyh tk, yxHkx 500 QqVA bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djsa fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
24.
flagiqjk ,l0Vh0ih0 pkyw fd;k tk, vkSj lw;kZ uxj dks bl esu ykbZu ls tkMs +k tk,A bl ckjs vk;qDr egkns ; }kjk dk;Zdkjh vfHk;ark] uxj
fuxe] jkgs rd dk fu;ekuqlkj dkjZokbZ djus ds funsZ'k
fn, x,A
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
25. flagiqjk jkMs + ij ifCyd gSYFk dh tehu iM+h yxHkx 12 ,dM+ mlesa ls 02 ,dM+ eas ikdZ cuk;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
26. vkbZ0Mh0lh0 pkSd ij ikdZ cuok;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
[9]
dh tkuh gSa½
27. ,p0,l0vkbZ0Mh0lh0 es a Mk% Hkhejko vEcsMdj ds uke ls dE;qfuVh lSUVj cuok;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
28.
okMZ u0a 1 es a ftruh Hkh voS/k dkyksfu;k a gS mUg s oS/k dh tk,A bl ckjs fcUnq u0a 03 ij fu.kZ; fy;k tk pqdk gSA
29. okMZ u0a 1 ds vUnj 60 izfr'kr xfy;k a dPph o VVw h iMh+ gS mUg s cuk;k tk,A bl ckjsa loZlEefr ls fu.kZ; fy;k x;k fd lacaf/kr okMZ ds
dk;Zdkjh vfHk;ark] uxj vfHk;ark o dfu""B vfHk;ark] uxj
fuxe] jksgrd ekSdk fujh{k.k dj dk;Z dh vko’;drk rFkk
feasibility pSd djus mijkar dk;Z dk izkadyu rS;kj djds
dsl ljdkj dks Q.M miyC/krk gsrw Hkstuk lqfuf’pr djsxkA
¼dkjZokbZ lacaf/kr dk;Zdkjh vfHk;ark] uxj fuxe] jksgrd }kjk
dh tkuh gSa½
30.
okMZ u0a 1 es a dbZ dkykfsu;ks a es a ikuh dh ikbZi ykbZu ugh gS mUg s Mkyk tk,A bl ckjs vk;qDr egksn; }kjk v/kh{k.k vfHk;ark]
tuLokLF; vfHk;akf=dh foHkkx dks funsZ”k fn;s x;s fd
bl dk;Z dks pSd djs a fd ;g ekuuh; eq[;ea=h
gfj;k.kk ljdkj dh ?kks’k.kk ¼10 djkMs ds ikuh ds
dk;Z o 10 djkMs ds lhoj ds dk;Z½ esa gS ;k ugh ;fn
?kks’k.kk es a ugh gS rks bls ve`r 2-0 es a ysdj bl dk;Z
dks djok;k tk;sA
¼dkjZokbZ v/kh{k.k vfHk;ark] tuLokLF; vfHk;akf=dh
foHkkx]jkgs rd }kjk dh tkuh gSa½
31.
okMZ u0a 1 es a fMLiSUljh [kqyokbZ tk,A vk;qDr egkns ; }kjk lnu dks voxr djok;k x;k
fd Hkkjr ljdkj }kjk fo”k’sk Ldhe ds rgr fMLiSaljh
cukbZ tkrh gSA vr% bl ckjs lnL;x.k viu&s 2 okMksZa
es a cukbZ tku s okyh fMLisljh dh lwfp miyC/k djok;a s
[10]
